,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log_pvalue,log_padj
Gm42047,8.248776487870678,1.6353566383502387,0.5361165281309301,3.050375342934499,0.0022855553639373654,0.04644337258952336,6.081146236492274,3.0695215022759106
Banp,43.446687138735314,1.195726388522437,0.22982123471857738,5.202854253161758,1.96250779125764e-07,2.933949147930172e-05,15.443872510224187,10.436576117393445
Gm31718,17.511543803337574,-0.9943086169323345,0.307011883258335,-3.2386649219557215,0.0012009056847729438,0.030652385344265502,6.724679269548375,3.485044794366628
Nrp1,42.70150860615303,0.9153602884183575,0.2639119123526256,3.468431114982411,0.0005235067194046013,0.016884357826447455,7.554960692197182,4.081367658059293
Mmp12,28.22874729012753,-1.0937239295056567,0.2896071130323596,-3.7765782685850264,0.0001589976113930157,0.007602040021254823,8.74662137854232,4.879338643859769
Maml2,157.4715703594643,-0.8159104875127376,0.22519530860244907,-3.623123823387964,0.00029106639673424423,0.011494376761599492,8.141959149347391,4.4658973404535125
Ldlr,63.07059380493597,-0.8913535002083334,0.25678180118523386,-3.4712487259380995,0.00051804391443565,0.016884357826447455,7.56545054239535,4.081367658059293
Pigyl,25.03029357460237,-0.8228234220336987,0.2507793009528807,-3.281065936890462,0.00103415565146547,0.02775524332975161,6.874169980892729,3.584330507818396
Hspa8,769.5155896935025,0.5337858299540583,0.09156258258460047,5.829737594621251,5.551460252732862e-09,1.3669654481141036e-06,19.00920483519455,13.50291727624482
Nectin1,69.16916539144691,0.7935021781107261,0.16535998307511857,4.79863485321149,1.5975073229856612e-06,0.00018321001791830074,13.347066066676645,8.604877424259145
Gm5617,21.47168826285338,-0.8897644508668368,0.2697840278714343,-3.2980620012495865,0.000973546349040717,0.02698851004691683,6.934565123560446,3.612344057369426
Zc3h12c,83.47205925109837,-1.241660808520702,0.4090092058086615,-3.035777168061012,0.0023991660120506945,0.04839956109129739,6.032634096997485,3.028264533662293
Kif23,21.096852548946053,1.3819447334946136,0.3325687587258587,4.155365461233148,3.247680055313854e-05,0.002140911608117133,10.334984552660107,6.1465235555528075
Snx1,48.40585810051706,0.7700971033225995,0.21866325986860471,3.521840403300274,0.0004285620642806464,0.015075300849401563,7.755074989619881,4.194697579725465
Hmgn3,38.67265951450997,-0.719242453287137,0.22107908891868122,-3.253326476081569,0.0011406236575892312,0.029669766845387437,6.776180098102182,3.517626702971576
Bcl2a1b,213.67019703843008,-0.5008687632980925,0.15711430493853018,-3.187925908427331,0.0014329724935695618,0.034473694586679225,6.548004325317145,3.367558721525729
Mthfs,62.04504443372481,0.6296364831839754,0.18454767069956926,3.4117823367653317,0.0006453962588170164,0.019436177981352738,7.345646075052064,3.94061910517681
Tmed3,76.67068129654561,-0.712461538385924,0.14533679161640609,-4.902141642608677,9.479744197837736e-07,0.00011502089626709786,13.868938318405895,9.070396739437266
Kif15,8.758477532865545,2.7194946359189007,0.7258630918340959,3.746566902922888,0.00017927120715893456,0.008201412821500548,8.626610774972585,4.803448844248116
Ipcef1,36.169994437187725,1.7624268570093715,0.288955584149387,6.09930021666657,1.0653381775364627e-09,3.1853611508340234e-07,20.65997355059649,14.959529977205806
