gene,pvalue,baseMean,log2FoldChange,lfcSE,stat,padj,log_pvalue,log_padj
Per1,3.76210199373604e-05,21.49011708336888,1.8901750961255182,0.458767907064548,4.121158708390842,0.0038598121427400175,10.187947622886323,5.557136764373641
Adgrl3,2.23621173828697e-06,773.4847718937037,1.3003518979589361,0.2844106603095044,4.674106691165009,0.00031167728510803484,13.010727312035325,8.07354224805871
Capn11,8.530563787720685e-05,1.677960360462404,-7.1925394636635245,1.842325747221508,-3.92142051170878,0.0074574289585671825,9.369270010959042,4.898544567793432
Fam71a,0.0002934088214281818,4.985654826684572,6.255892833089966,1.7288241835092157,3.6203093860648337,0.020068620036018326,8.133943626489984,3.908597876085466
Selplg,8.363038544664935e-05,206.35108082584657,-0.599589778560303,0.1541980018569746,-3.920122747586948,0.007354495920171415,9.389103641629537,4.912443462944113
Clk1,3.411916270929149e-05,186.27936931493701,0.6502731411143127,0.1580398743889418,4.134415532537184,0.00357501070827711,10.285651375228898,5.633787107518383
Gm5150,0.0006364265761801838,31.516298415822558,-1.42777131413265,0.42559831314096624,-3.398861867642568,0.038221813969455426,7.35964150219001,3.26434888003369
Jund,1.0307439412241433e-13,552.8853972770095,1.2495724423269081,0.17150499716485582,7.384961016945366,5.438646781301962e-11,29.903325394361538,23.63490574644806
A630089N07Rik,4.45627708705719e-05,13.55539736882928,-2.476294045724866,0.6129706977832553,-4.06992456715289,0.0043891358456121955,10.018611781366227,5.4286229173738
Gm34455,1.094872205403022e-05,23.05273166721436,2.510938210165862,0.5757316101704852,4.38553814056257,0.0013479473784432125,11.422287815907103,6.6091723040171715
Baiap2,4.847173677518452e-07,23.04904095709696,3.062754074708634,0.6109699678207602,5.026075769061286,7.956904879073068e-05,14.539699862775311,9.438885375016893
Cebpz,0.0002747853715424698,71.81603597534833,0.84650555764086,0.2336366650748166,3.633346071547964,0.019149429618719096,8.199520232139017,3.9554823487223465
Egr3,1.6576544363362443e-06,12.78396825721686,3.7760876944634783,0.8320249473930256,4.725153924266824,0.00024247709546962052,13.310106944966668,8.324603303719245
Lmnb1,9.296994813775009e-11,70.00218586136344,1.757616432909634,0.27209431041401244,6.47184061290793,2.9859522038850434e-08,23.098744813299486,17.326762051699898
Chn2,5.345828799761678e-06,253.649166534294,1.0743088521006379,0.2594421927304326,4.396872765162476,0.0006989316344042393,12.13919396474804,7.265957625371698
Hspa5,0.00035723291733449805,364.31190931702884,0.5649060439042044,0.16687054449968322,3.506192797271212,0.02356142464598158,7.937122559415842,3.748144453182199
Ddx3x,1.0484705738555536e-09,131.9160694418668,1.153440530137694,0.19039148779571263,6.087046383575472,2.717562150551219e-07,20.675933330972722,15.11836044071859
Zfp36,1.3520631216484817e-23,354.63938373810504,2.178984202093486,0.2217377212854946,9.949864374907554,2.4969225699043333e-20,52.65782547472229,45.136642858313444
Ildr1,6.176317675353172e-05,13.83058621940404,2.407605773856416,0.6012692850672423,4.005481446973697,0.005667634617122221,9.692203216499161,5.172983423394941
Fos,2.4458716107014436e-16,304.301815476315,2.145679424878888,0.2659294489637566,8.15571252582791,1.5056377990209637e-13,35.94695994150983,29.524389613769095
Fosb,1.18894221365377e-13,354.98471476566795,1.567113720532632,0.215102934194929,7.378284130058168,6.057045608455448e-11,29.760542193190826,23.527213865088616
Wbp11,0.00020860171034873187,43.6373344568014,1.12313388666847,0.303541512951791,3.7059044950793565,0.015644069384224187,8.475083816252251,4.1576633869015565
Nfkbid,1.811835163104226e-11,47.588705466698784,2.3085386698717927,0.35625052951707514,6.64376372452533,7.234608837757252e-09,24.73409578904098,18.74438954359652
Mapk6,0.0008544938793709739,29.07123963288742,1.29876834480677,0.3914998449980315,3.3293514086910756,0.047819290052374126,7.065001218253505,3.040326163311138
Jun,8.234479402613032e-28,604.2985290890975,2.01653140724992,0.195359459221664,10.703029008160474,3.041404967355123e-24,62.36405245985676,54.14972266288797
Ythdc1,1.1724045516161668e-05,131.9623517499002,0.7784401011430424,0.1777238843863248,4.381799259041967,0.0014082199061444917,11.353868652816642,6.565428850100377
Eps8,2.6212681135226515e-05,95.58589378023584,0.9789602536839522,0.23582089217259455,4.186564750282,0.0029338344779684584,10.549267251498728,5.831445015996416
Fbxw11,1.0975847664485317e-09,116.7247929481754,1.33645298364704,0.2217691693505226,6.073315755679852,2.7958133343983804e-07,20.63015373801777,15.089972590475508
Tmem176a,0.0006565875748817807,206.73228241128263,-1.020512488814294,0.30695149547898337,-3.384329171907482,0.03911461625525576,7.328454476496818,3.241259064573117
Ier5,4.2756670239772813e-13,234.848432538339,1.05982915302434,0.14939658055276223,7.200324726936975,2.1056234870746783e-10,28.480666089704595,22.281239313278068
Eif5,0.00019475707431284737,141.5269438146394,0.6396424896805116,0.173071865007828,3.71644649991068,0.014755594953323112,8.543757548775096,4.216132949250159
4930404I05Rik,6.366366409342061e-05,7.512405621239488,3.251169732538866,0.8137510681788639,3.997711565003994,0.00573516447144022,9.661896580534187,5.161138850269702
Hmgn2,0.0002520676340482536,41.92175063195558,1.152195949857074,0.3163611121244276,3.65517425494762,0.0179905663064198,8.285813117382386,4.017907752559072
Igha,0.00016531468684614881,2.240997042273196,-5.679927541540254,1.509101395918048,-3.765935525075686,0.012759495841836901,8.707659707440218,4.361479512673895
Ccdc192,6.308727678552352e-05,48.75762470581982,2.0944256672230823,0.539497262619185,3.9653667890111777,0.005730191780664154,9.670991444476952,5.1620062792406864
Mbnl2,2.5903017769031156e-10,195.20725796380162,1.2127923417220559,0.194641940943661,6.291947949868918,7.81002417387074e-08,22.074076544837684,16.365272684859626
Slc3a2,3.2427485071605795e-10,90.63664809375105,1.4603328539194738,0.23545212096007,6.258646152476787,9.393797342115764e-08,21.849429655064085,16.180631129699727
Txn1,6.664859847729294e-05,263.21720108381083,0.7620451291582799,0.2081483902962094,3.899463569090738,0.005931725264479072,9.61607653965828,5.127440169926141
Ifitm3,0.00016251387049302793,572.5110392454936,-1.0477035632059581,0.2855980866222924,-3.735765585272636,0.012636736435073657,8.724747202957001,4.371147117028804
Clec2d,1.8770572066373335e-05,147.9983017263576,-0.8653425698729956,0.20300631988486662,-4.273996891549262,0.0021835939504614146,10.883220230133258,6.126783158503166
Il7r,0.0004493777004258538,34.932071607285756,-1.5157377515291397,0.4608277874950303,-3.4421416213873215,0.028164071351187113,7.707646820214437,3.5697081789103686
Rel,3.535916709940816e-23,334.3058717534488,1.7380179889715859,0.1801070969456366,9.830102765030556,5.2239633472665615e-20,51.696484549246065,44.39844548415143
Tnfaip3,0.0002832577041096934,49.82945845416444,1.349066761229936,0.37525544007607337,3.619069864571808,0.019464415444263302,8.169153459450957,3.9391673294899365
Ikzf2,0.0004370280018532125,21.219906110896183,-1.8946216752667102,0.5505025608227906,-3.4967347817164756,0.02771095149948224,7.735513287454252,3.585927582931269
