"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
255.495950015644,2.11019565760593,0.132057113029058,15.9794168538397,1.77801453065922e-57,1.38222849613448e-53,"Gm10076"
122.814452281847,3.97443517122898,0.270094903953955,14.7149580130787,5.16782994112772e-49,2.00873549811634e-45,"Egr1"
89.2160804482128,3.31235785019532,0.245378969442935,13.4989475981381,1.58625851670455e-41,4.1105245696204e-38,"Nr4a1"
173.83459498286,2.13105850318046,0.194023789104976,10.9834908029111,4.58843336933998e-28,8.91762025331225e-25,"Pim1"
601.481252661824,1.99065237629441,0.189473004079146,10.5062585879669,8.08372065833902e-26,1.07797552515858e-22,"Jun"
1060.30799826843,1.08906983339003,0.103685960392031,10.5035419382944,8.3198522651807e-26,1.07797552515858e-22,"H3f3b"
240.748062415196,1.96177532703891,0.187320701591503,10.4728164606015,1.15164604752182e-25,1.27898519620495e-22,"Arf4"
332.389025101557,1.72630335110312,0.171547481175752,10.0631226950777,8.04066593416372e-24,7.81351712152359e-21,"Rel"
595.713126946418,1.38248917676449,0.141183885654644,9.79211735357859,1.21719816303133e-22,1.0513887243784e-19,"Srgn"
187.653573963619,2.368655721717,0.24652112127336,9.60832771440489,7.37367798380972e-22,5.73229726461368e-19,"Pmaip1"
186.966601575308,3.21664854560733,0.336809143052932,9.55035993515713,1.29246460658373e-21,9.13419986507449e-19,"Atf3"
183.318589207733,2.93960662249938,0.311406348106406,9.43977744954297,3.73571999021165e-21,2.23396055414656e-18,"Rgs1"
303.887495139952,2.14369346357592,0.226892661077472,9.44805113305958,3.45197714164113e-21,2.23396055414656e-18,"Fos"
149.707453158988,2.48720372445168,0.267497405664927,9.29804802506087,1.43047623558582e-20,7.94323018246013e-18,"Dusp1"
389.9883966878,1.06288615083137,0.116705998045934,9.10738238503416,8.43935093876763e-20,4.3738342798653e-17,"Rgs2"
655.848654999146,0.806929749538407,0.0893531673369071,9.03079066571719,1.70435843973735e-19,8.28105156907384e-17,"Ddx5"
379.894648007508,1.17030583156837,0.130234065792512,8.98617289145297,2.55989151113361e-19,1.17062332985604e-16,"Ubc"
295.633250180844,1.41177832219778,0.158293066377191,8.91876286503736,4.71525798118792e-19,1.92928502872394e-16,"Kpna4"
227.434223334952,1.85912239810843,0.208361375785142,8.92258649715155,4.55522887941112e-19,1.92928502872394e-16,"Pde4b"
128.191649183577,1.58847561416648,0.178517845438551,8.89813346259138,5.67937002665588e-19,2.20757112936114e-16,"Uba52"
98.5537046917437,2.46879228272461,0.287978923360546,8.57282280909746,1.00978809693192e-17,3.73813936454704e-15,"Ifrd1"
352.724571305943,2.17236563214988,0.255960320244905,8.48711874587179,2.11823294579841e-17,7.48506496392583e-15,"Zfp36"
306.67515250038,0.968795798702691,0.118911066217984,8.14722993843758,3.72355248669867e-16,1.25856074050415e-13,"Cytip"
122.806480576539,1.77040668540365,0.219216417965339,8.07606794160637,6.68886224497526e-16,2.1666339621849e-13,"Ier2"
117.309824386485,2.37219542979837,0.29774061501717,7.96732226022163,1.62149428060552e-15,5.04219861497093e-13,"Rasgef1b"
354.505101599086,1.54223373289357,0.196197134438023,7.86063332326984,3.82196077920478e-15,1.14276627298223e-12,"Fosb"
2122.48644340439,0.469312252767212,0.0598465496725365,7.84192664965911,4.43685528259851e-15,1.27748566544151e-12,"Rpl37a"
27.0456442763172,3.64657459868973,0.467823925360684,7.79475867096425,6.45316905318704e-15,1.79167629355272e-12,"Mpp7"
427.683252903733,1.30438727961878,0.169720176022249,7.68551689133164,1.52380499101898e-14,4.08484827592468e-12,"Btg1"
51.3976767589222,2.17128552898028,0.291427633937711,7.45051352763743,9.29776060324751e-14,2.33163841708536e-11,"Rilpl2"
550.876876667991,1.22479541179348,0.164349789743184,7.45236981262566,9.1678309119329e-14,2.33163841708536e-11,"Jund"
271.402965330299,0.827940454006021,0.113402145482444,7.30092407408815,2.85797999324034e-13,6.94310514607826e-11,"Srsf5"
206.828277230594,-1.01734212386765,0.140835666894011,-7.22361136425248,5.06248042161413e-13,1.19259766053419e-10,"Rsrp1"
1378.5113609286,0.648846925390762,0.0907385544859205,7.15073023883625,8.63174724167286e-13,1.97362361931661e-10,"Actg1"
37.4209910156721,4.45864204624426,0.629666191128883,7.08096148254472,1.43157692568189e-12,3.17973686292887e-10,"Nr4a3"
193.286196375978,1.97861749575843,0.280442820627084,7.05533303129009,1.72187827559022e-12,3.71830047623288e-10,"Klf6"
52.372650149525,2.39622214431058,0.343554639677518,6.97479197649556,3.06323733026937e-12,6.4361100014903e-10,"Rab11fip1"
152.560445766197,1.45655211852489,0.210773116702355,6.91052132887408,4.82875827582463e-12,9.87862285164754e-10,"Cd86"
430.400715639098,2.11745400706012,0.308688005113693,6.85952797641178,6.90884482219943e-12,1.37716306789175e-09,"Tbc1d4"
1805.18055542182,0.498457473240187,0.0727266601007546,6.85384799122674,7.18894720470685e-12,1.39717188923478e-09,"Rpl37"
96.4366137683804,-3.00804824940548,0.440086068130213,-6.83513627728714,8.19271095470235e-12,1.55341792589893e-09,"Wfdc17"
755.573312175313,0.65741712315175,0.0963974884159132,6.81985738378661,9.11309340199786e-12,1.68679019302694e-09,"Rpl35"
303.669174805126,1.46268819396539,0.215037930615778,6.80200088317846,1.03175966144716e-11,1.86532549025353e-09,"Neat1"
253.507653860341,1.07935001941433,0.160763691396091,6.71389173787393,1.89500930927976e-11,3.34813690235019e-09,"Chn2"
136.173828653846,1.34896379471843,0.201032229413858,6.71018671310341,1.94375537681821e-11,3.35794539986328e-09,"Arap2"
304.428568549677,1.15807329703601,0.172795887437563,6.7019725654898,2.05624648811505e-11,3.47505656491443e-09,"Btg2"
50.4479658132777,2.15096425439731,0.32156580613895,6.68903289259513,2.24650239391033e-11,3.71581055537424e-09,"Tiparp"
197.472552737428,1.43205965671822,0.214534854493342,6.67518413313425,2.46921942169966e-11,3.99910662172775e-09,"Klf2"
183.088896502854,1.01089847576408,0.152794196267376,6.61607901647716,3.6885126373071e-11,5.85193821273988e-09,"Slc38a1"
113.451624649037,1.39980742432175,0.217228494778155,6.44394017346253,1.16410988129169e-10,1.71406288322447e-08,"Klf4"
195.187818935522,1.21028309055778,0.187674799423148,6.4488311391716,1.12716061628044e-10,1.71406288322447e-08,"Mbnl2"
69.7653308809858,1.75755243577756,0.272769600400787,6.44335891241233,1.16857901737711e-10,1.71406288322447e-08,"Lmnb1"
38.9226409018956,1.9834644847689,0.307798703569571,6.44403131581281,1.16341063290429e-10,1.71406288322447e-08,"Gm6377"
1682.39522941566,0.526184244071357,0.0817290662388299,6.43815313555319,1.20935956332165e-10,1.7410298602338e-08,"Rps21"
116.199950230699,1.33225331372365,0.208374242363784,6.39356044495069,1.62066887548038e-10,2.29074178872445e-08,"Fbxw11"
145.90600933168,3.50512219434146,0.552976226539784,6.33864898003764,2.31788644341858e-10,3.21772307341714e-08,"Hspa1b"
22.590145799951,3.41552183142073,0.539451704280212,6.33146916456227,2.42837705870076e-10,3.31196548321749e-08,"Nr4a2"
60.3859096242736,1.6769256058882,0.268780020666346,6.23902625548896,4.40303094925493e-10,5.90157975853583e-08,"Ppp1r14a"
630.091837870407,0.686726149850793,0.1106271017921,6.20757607065713,5.38080649604495e-10,7.089896559365e-08,"S100a11"
15.6420927975771,-4.95673769516892,0.799033032892699,-6.20342024812703,5.52490444016629e-10,7.15843451964213e-08,"Hba-a2"
286.516952827272,1.27540770472895,0.206316755865927,6.18179410283943,6.33771532070596e-10,8.07695063986363e-08,"Junb"
3020.22382155824,0.436962136860628,0.0712307516175407,6.13445916177902,8.54493901572233e-10,1.07142509529396e-07,"Rps29"
771.076112872393,1.29702042229938,0.212519238803144,6.10307297167014,1.04048308794335e-09,1.28392309931296e-07,"Adgrl3"
47.3418379568553,2.30728790629984,0.380396990881141,6.06547360155322,1.31565379817397e-09,1.59810822296945e-07,"Nfkbid"
138.552167790796,1.08065429855541,0.178346604202783,6.05929282133505,1.36721300548424e-09,1.63518675455915e-07,"Ccnl1"
173.035108883049,1.0899945084289,0.180617523047198,6.03482148376085,1.59138513619769e-09,1.87445879527286e-07,"Stk17b"
61.2764674696268,1.86802552241027,0.311147409559056,6.00366728123351,1.92909815521936e-09,2.20580257763309e-07,"Ppp1r15a"
290.587751754978,1.52695877435748,0.254338888457786,6.00363862410651,1.92943883816633e-09,2.20580257763309e-07,"Plek"
1263.18008917816,0.547965474068233,0.0925306147024804,5.92199107106487,3.18066897653978e-09,3.58355371356816e-07,"Rpl38"
186.87618341427,-1.46098504614002,0.248572198196411,-5.87750784979426,4.1648897182699e-09,4.62540752426145e-07,"Ifitm2"
31.3213422466911,4.76062399475464,0.811766567186862,5.86452335830035,4.50424689025173e-09,4.93183314434042e-07,"Il1r2"
68.5753028988934,1.51511959892954,0.261124238200746,5.80229399373013,6.54137370726653e-09,7.06286655559584e-07,"Il31ra"
266.614518203838,0.83484925158388,0.144232870508051,5.78820381680803,7.11430566469895e-09,7.57624825169447e-07,"Rap1b"
34.1446028547668,4.09916516478238,0.708528084343537,5.78546603213382,7.23115723380181e-09,7.59662382913179e-07,"Hist1h2ap"
41.0522069831898,-2.7988006442036,0.485571244526764,-5.76393407919223,8.21755226377393e-09,8.51776683981047e-07,"Clec4a3"
58.9027759106223,1.47269590390393,0.257982337108126,5.7085144681308,1.13966491675506e-08,1.16575724511234e-06,"Gm20513"
17.4728921039945,-4.97439411484825,0.872788958040997,-5.69942374845511,1.20213078250771e-08,1.21368372769025e-06,"Hba-a1"
5064.91705854367,0.869310162447902,0.152606217083825,5.69642691536218,1.22344300465023e-08,1.2193648613014e-06,"Cd74"
131.058713388851,1.14372000968167,0.200940923323368,5.69182220707285,1.25690697052527e-08,1.23686009985613e-06,"Ddx3x"
234.03805457343,1.04699562918195,0.18602722296339,5.62818501778095,1.82115690496552e-08,1.7478609603953e-06,"Ier5"
270.149912886363,1.20573699974837,0.214168672917452,5.62984764916156,1.80368870643683e-08,1.7478609603953e-06,"Lncpint"
136.812865916617,1.08352896176565,0.193292370987073,5.605647839242,2.07477436624356e-08,1.96698730770456e-06,"Gpr183"
1824.00247387146,0.4865160321204,0.0874446998751567,5.56369949024916,2.64114615087438e-08,2.47376749119246e-06,"Rps28"
22.9826538772768,3.06888155379573,0.562670662120668,5.45413464819602,4.92119029271645e-08,4.55444444471163e-06,"Baiap2"
