,wt_naive_0,wt_naive_1,wt_naive_2,wt_naive_3,ko_naive_0,ko_naive_1,ko_naive_2,ko_naive_3,wt_pathogenic_0,wt_pathogenic_1,wt_pathogenic_2,wt_pathogenic_3,ko_pathogenic_0,ko_pathogenic_1,ko_pathogenic_2,ko_pathogenic_3
Snhg6,11.0,7.0,16.0,11.0,11.0,10.0,18.0,12.0,44.0,46.0,67.0,61.0,53.0,49.0,51.0,46.0
Tcf24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ppp1r42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cops5,14.0,28.0,30.0,18.0,12.0,24.0,17.0,25.0,89.0,102.0,87.0,99.0,61.0,38.0,56.0,55.0
Cspp1,19.0,25.0,25.0,36.0,18.0,22.0,23.0,31.0,105.0,135.0,111.0,131.0,76.0,62.0,108.0,48.0
Arfgef1,48.0,70.0,68.0,73.0,49.0,51.0,70.0,52.0,292.0,309.0,320.0,277.0,176.0,161.0,165.0,172.0
Cpa6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Prex2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A830018L16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Slco5a1,12.0,54.0,34.0,23.0,12.0,51.0,12.0,14.0,99.0,41.0,104.0,153.0,45.0,32.0,30.0,7.0
Prdm14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ncoa2,89.0,124.0,165.0,131.0,94.0,93.0,111.0,105.0,533.0,572.0,498.0,508.0,381.0,310.0,298.0,253.0
Gm29570,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0
Tram1,41.0,62.0,56.0,57.0,55.0,67.0,55.0,63.0,201.0,221.0,241.0,194.0,134.0,119.0,126.0,132.0
Lactb2,12.0,7.0,7.0,8.0,3.0,6.0,10.0,6.0,33.0,19.0,32.0,22.0,21.0,16.0,19.0,12.0
Xkr9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eya1,4.0,9.0,13.0,12.0,17.0,12.0,30.0,17.0,15.0,21.0,21.0,27.0,19.0,10.0,7.0,15.0
Trpa1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kcnb2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terf1,9.0,15.0,12.0,13.0,11.0,12.0,11.0,16.0,81.0,106.0,64.0,79.0,58.0,45.0,41.0,34.0
Sbspon,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930444P10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rpl7,754.0,823.0,779.0,732.0,606.0,704.0,762.0,702.0,2680.0,2599.0,2763.0,2413.0,1587.0,1678.0,2115.0,1935.0
Rdh10,1.0,6.0,3.0,2.0,5.0,7.0,3.0,2.0,20.0,16.0,16.0,14.0,12.0,13.0,6.0,5.0
Stau2,6.0,9.0,10.0,10.0,7.0,3.0,10.0,2.0,30.0,32.0,18.0,19.0,24.0,15.0,14.0,18.0
Gm7568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ube2w,38.0,38.0,47.0,30.0,37.0,28.0,38.0,28.0,171.0,156.0,157.0,143.0,99.0,86.0,98.0,111.0
Eloc,35.0,39.0,39.0,25.0,26.0,43.0,37.0,41.0,152.0,128.0,171.0,138.0,94.0,88.0,125.0,102.0
Tmem70,12.0,8.0,13.0,17.0,13.0,9.0,9.0,5.0,47.0,42.0,44.0,57.0,29.0,29.0,29.0,32.0
Ly96,3.0,5.0,6.0,6.0,7.0,9.0,6.0,8.0,18.0,18.0,37.0,27.0,18.0,12.0,15.0,6.0
Gm28376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jph1,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
Pi15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crispld1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28153,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0
Gm28756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tfap2d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pkhd1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Il17f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Mcm3,14.0,5.0,14.0,7.0,9.0,13.0,12.0,9.0,63.0,67.0,72.0,49.0,23.0,26.0,21.0,36.0
Paqr8,7.0,3.0,0.0,4.0,10.0,2.0,5.0,4.0,16.0,27.0,31.0,13.0,10.0,10.0,7.0,6.0
Efhc1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
Tram2,4.0,12.0,7.0,9.0,4.0,4.0,2.0,4.0,32.0,50.0,42.0,38.0,18.0,21.0,11.0,15.0
Tmem14a,2.0,1.0,0.0,1.0,4.0,1.0,4.0,1.0,7.0,7.0,6.0,12.0,9.0,5.0,2.0,2.0
Gsta3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0
Gm28836,1.0,0.0,2.0,5.0,3.0,2.0,1.0,1.0,16.0,7.0,4.0,9.0,7.0,2.0,2.0,12.0
Khdc1a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
Khdc1c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khdc1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kcnq5,4.0,14.0,2.0,8.0,1.0,19.0,10.0,11.0,29.0,59.0,23.0,40.0,6.0,5.0,16.0,16.0
Rims1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Gm29107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ogfrl1,48.0,38.0,40.0,64.0,31.0,39.0,45.0,54.0,177.0,147.0,149.0,146.0,120.0,92.0,115.0,90.0
B3gat2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0
Smap1,28.0,42.0,39.0,41.0,33.0,31.0,37.0,39.0,151.0,163.0,133.0,146.0,115.0,129.0,103.0,94.0
Sdhaf4,12.0,21.0,13.0,13.0,15.0,10.0,10.0,7.0,44.0,53.0,55.0,41.0,30.0,31.0,37.0,29.0
Fam135a,5.0,3.0,9.0,8.0,3.0,3.0,9.0,2.0,23.0,24.0,27.0,27.0,24.0,24.0,16.0,11.0
Col19a1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,4.0,5.0,1.0
Lmbrd1,22.0,34.0,33.0,41.0,16.0,23.0,36.0,26.0,120.0,128.0,131.0,89.0,91.0,98.0,94.0,55.0
Adgrb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Phf3,56.0,76.0,74.0,48.0,41.0,81.0,65.0,65.0,208.0,198.0,241.0,200.0,134.0,150.0,161.0,156.0
Ptp4a1,2.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,2.0,1.0,6.0,2.0,8.0,9.0,11.0,10.0
Ptp4a1-1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4931428L18Rik,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khdrbs2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Prim2,11.0,4.0,14.0,9.0,3.0,13.0,10.0,7.0,56.0,75.0,58.0,63.0,42.0,30.0,16.0,35.0
Rab23,0.0,2.0,4.0,2.0,0.0,3.0,1.0,1.0,8.0,11.0,9.0,7.0,9.0,3.0,2.0,1.0
Bag2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,3.0,8.0,3.0,3.0,0.0,1.0,2.0
Zfp451,16.0,17.0,13.0,21.0,11.0,7.0,11.0,14.0,80.0,72.0,69.0,67.0,34.0,48.0,34.0,38.0
Bend6,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,2.0,4.0,1.0
Dst,11.0,12.0,19.0,19.0,17.0,9.0,6.0,17.0,52.0,41.0,58.0,52.0,20.0,31.0,28.0,19.0
Gm26788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Gm37233,0.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,5.0,4.0,3.0,6.0,1.0,2.0,2.0,2.0
Ccdc115,16.0,11.0,9.0,9.0,16.0,18.0,15.0,15.0,50.0,50.0,51.0,37.0,31.0,38.0,41.0,32.0
Gm28306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imp4,11.0,12.0,11.0,8.0,7.0,14.0,11.0,20.0,46.0,39.0,48.0,49.0,34.0,37.0,44.0,31.0
Ptpn18,144.0,182.0,141.0,151.0,147.0,176.0,143.0,135.0,544.0,579.0,578.0,513.0,362.0,383.0,467.0,454.0
Gm28417,9.0,5.0,6.0,0.0,1.0,5.0,6.0,4.0,7.0,15.0,11.0,11.0,4.0,5.0,7.0,6.0
4930568A12Rik,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0
Prss39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cfc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arhgef4,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,7.0,3.0,4.0,7.0,2.0,3.0,3.0,2.0
Gm38336,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,5.0,4.0,3.0,0.0,2.0
Fam168b,45.0,59.0,60.0,54.0,47.0,54.0,63.0,47.0,224.0,236.0,226.0,198.0,147.0,142.0,141.0,138.0
Plekhb2,21.0,15.0,23.0,25.0,16.0,24.0,28.0,6.0,80.0,74.0,103.0,66.0,47.0,51.0,44.0,43.0
Gm37068,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110002O04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hs6st1,15.0,10.0,14.0,9.0,7.0,8.0,13.0,11.0,64.0,52.0,57.0,64.0,32.0,47.0,52.0,43.0
Gm33280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
Uggt1,42.0,41.0,48.0,33.0,50.0,40.0,38.0,46.0,170.0,175.0,186.0,158.0,111.0,103.0,96.0,111.0
Neurl3,30.0,42.0,32.0,30.0,23.0,19.0,31.0,35.0,126.0,132.0,161.0,111.0,103.0,90.0,120.0,114.0
Arid5a,6.0,11.0,1.0,4.0,6.0,9.0,6.0,5.0,28.0,25.0,38.0,26.0,7.0,17.0,20.0,20.0
4930403P22Rik,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
Kansl3,10.0,16.0,14.0,16.0,15.0,18.0,9.0,7.0,70.0,65.0,48.0,66.0,42.0,34.0,31.0,24.0
Fer1l5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lman2l,14.0,14.0,13.0,13.0,15.0,7.0,9.0,13.0,77.0,93.0,63.0,52.0,31.0,23.0,28.0,39.0
Cnnm4,6.0,5.0,7.0,4.0,2.0,2.0,2.0,2.0,27.0,27.0,24.0,24.0,3.0,16.0,13.0,10.0
Cnnm3,3.0,7.0,4.0,6.0,6.0,8.0,14.0,3.0,20.0,26.0,25.0,26.0,14.0,25.0,18.0,10.0
Gm38033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Ankrd23,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,2.0,6.0,1.0,2.0,1.0
Ankrd39,4.0,3.0,6.0,2.0,3.0,2.0,5.0,3.0,13.0,14.0,11.0,8.0,7.0,12.0,14.0,5.0
Sema4c,0.0,2.0,3.0,6.0,0.0,2.0,0.0,6.0,1.0,6.0,6.0,6.0,3.0,3.0,3.0,8.0
D430040D24Rik,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Fam178b,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cox5b,112.0,103.0,112.0,67.0,97.0,123.0,122.0,102.0,345.0,386.0,442.0,401.0,247.0,238.0,278.0,303.0
Actr1b,14.0,14.0,26.0,12.0,3.0,6.0,10.0,7.0,51.0,52.0,52.0,43.0,32.0,27.0,27.0,38.0
4933424G06Rik,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
Zap70,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Tmem131,127.0,152.0,156.0,160.0,75.0,106.0,107.0,113.0,676.0,806.0,599.0,615.0,477.0,398.0,399.0,426.0
Gm38115,5.0,5.0,8.0,15.0,6.0,6.0,4.0,4.0,34.0,40.0,37.0,28.0,27.0,23.0,26.0,22.0
Vwa3b,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0
Cnga3,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,9.0,1.0,0.0,1.0,1.0
Inpp4a,14.0,31.0,27.0,30.0,43.0,22.0,40.0,22.0,110.0,110.0,146.0,89.0,78.0,77.0,72.0,74.0
4930439A04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Coa5,23.0,21.0,20.0,23.0,17.0,25.0,18.0,21.0,75.0,56.0,75.0,78.0,63.0,53.0,69.0,53.0
Unc50,10.0,13.0,15.0,18.0,18.0,10.0,20.0,17.0,53.0,66.0,79.0,69.0,35.0,45.0,44.0,34.0
Mgat4a,29.0,33.0,31.0,32.0,27.0,15.0,21.0,16.0,105.0,85.0,112.0,105.0,57.0,53.0,52.0,61.0
2010300C02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0
4930556I23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tsga10,5.0,2.0,4.0,6.0,1.0,1.0,6.0,2.0,13.0,9.0,10.0,5.0,4.0,6.0,7.0,11.0
Gm26805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lipt1,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
Mitd1,9.0,7.0,10.0,13.0,5.0,8.0,8.0,8.0,24.0,45.0,34.0,25.0,19.0,15.0,19.0,13.0
Mrpl30,60.0,65.0,44.0,53.0,51.0,53.0,49.0,45.0,179.0,181.0,185.0,158.0,127.0,101.0,152.0,112.0
Txndc9,24.0,28.0,20.0,22.0,20.0,29.0,24.0,19.0,80.0,64.0,77.0,72.0,44.0,39.0,55.0,50.0
Eif5b,65.0,73.0,70.0,63.0,30.0,43.0,39.0,50.0,290.0,241.0,302.0,247.0,128.0,191.0,178.0,155.0
Rev1,12.0,17.0,17.0,20.0,19.0,12.0,15.0,13.0,60.0,82.0,70.0,50.0,42.0,28.0,37.0,41.0
Gm37062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aff3,105.0,112.0,150.0,188.0,173.0,178.0,215.0,139.0,333.0,310.0,366.0,306.0,243.0,201.0,233.0,177.0
Gm16150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
Gm16151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16152,2.0,2.0,2.0,2.0,1.0,2.0,1.0,7.0,5.0,5.0,6.0,4.0,4.0,1.0,2.0,1.0
Chst10,2.0,1.0,1.0,4.0,5.0,0.0,2.0,0.0,8.0,14.0,10.0,16.0,4.0,7.0,4.0,5.0
Gm37707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pdcl3,13.0,16.0,13.0,14.0,22.0,17.0,16.0,13.0,64.0,60.0,66.0,55.0,34.0,53.0,44.0,49.0
Npas2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rpl31,296.0,268.0,280.0,333.0,282.0,312.0,347.0,301.0,979.0,998.0,1082.0,919.0,719.0,606.0,730.0,768.0
Tbc1d8,186.0,172.0,187.0,222.0,138.0,187.0,200.0,170.0,823.0,911.0,864.0,908.0,536.0,677.0,538.0,415.0
Cnot11,7.0,7.0,9.0,7.0,5.0,10.0,11.0,6.0,23.0,31.0,27.0,33.0,14.0,14.0,24.0,11.0
Gm15832,0.0,2.0,4.0,2.0,0.0,3.0,5.0,7.0,20.0,27.0,18.0,16.0,6.0,6.0,4.0,5.0
Rnf149,39.0,47.0,65.0,53.0,27.0,23.0,26.0,39.0,204.0,229.0,236.0,200.0,117.0,91.0,91.0,132.0
Creg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rfx8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700066B17Rik,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,9.0,2.0,8.0
Map4k4,49.0,35.0,56.0,73.0,71.0,61.0,70.0,59.0,258.0,230.0,238.0,220.0,139.0,162.0,194.0,135.0
Il1r2,16.0,8.0,16.0,6.0,2.0,1.0,3.0,14.0,10.0,8.0,23.0,27.0,149.0,105.0,168.0,116.0
Gm16894,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,7.0,4.0,5.0,2.0
Il1r1,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0
Il1rl2,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0
Il1rl1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0
Il18r1,1.0,7.0,3.0,3.0,2.0,4.0,2.0,14.0,11.0,15.0,2.0,14.0,1.0,5.0,4.0,2.0
Il18rap,1.0,9.0,1.0,0.0,0.0,1.0,2.0,2.0,18.0,8.0,27.0,10.0,3.0,3.0,5.0,5.0
Slc9a4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Slc9a2,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,6.0,5.0,1.0,9.0,3.0,4.0,5.0,2.0
Gm37623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gm37915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mfsd9,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0
Gm29260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pantr1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gm20646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrps9,17.0,27.0,18.0,19.0,15.0,18.0,16.0,4.0,83.0,85.0,91.0,75.0,40.0,52.0,54.0,47.0
Gpr45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Tgfbrap1,11.0,12.0,10.0,6.0,2.0,7.0,5.0,5.0,21.0,36.0,39.0,28.0,18.0,18.0,22.0,20.0
8430432A02Rik,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
