,wt_naive_0,wt_naive_1,wt_naive_2,wt_naive_3,ko_naive_0,ko_naive_1,ko_naive_2,ko_naive_3,wt_pathogenic_0,wt_pathogenic_1,wt_pathogenic_2,wt_pathogenic_3,ko_pathogenic_0,ko_pathogenic_1,ko_pathogenic_2,ko_pathogenic_3
Efhc1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0
Tram2,1.0,11.0,10.0,10.0,4.0,5.0,3.0,2.0,43.0,39.0,46.0,34.0,18.0,15.0,18.0,14.0
Tmem14a,1.0,2.0,0.0,1.0,0.0,5.0,1.0,4.0,5.0,10.0,9.0,8.0,5.0,5.0,3.0,5.0
Gsta3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0
Gm28836,3.0,2.0,0.0,3.0,0.0,5.0,1.0,1.0,13.0,6.0,7.0,10.0,4.0,6.0,10.0,3.0
Khdc1a,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Khdc1c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khdc1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kcnq5,1.0,5.0,13.0,9.0,7.0,13.0,15.0,6.0,24.0,9.0,51.0,67.0,9.0,14.0,13.0,7.0
Rims1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ogfrl1,49.0,45.0,49.0,47.0,45.0,43.0,34.0,47.0,168.0,139.0,158.0,154.0,93.0,129.0,101.0,94.0
B3gat2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,3.0,3.0,0.0,4.0,1.0
Smap1,42.0,45.0,37.0,26.0,35.0,31.0,46.0,28.0,161.0,131.0,166.0,135.0,92.0,139.0,116.0,94.0
Sdhaf4,13.0,18.0,13.0,15.0,8.0,14.0,8.0,12.0,40.0,52.0,48.0,53.0,27.0,29.0,37.0,34.0
Fam135a,6.0,5.0,4.0,10.0,4.0,4.0,6.0,3.0,18.0,22.0,25.0,36.0,16.0,17.0,9.0,33.0
Col19a1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,6.0,4.0,0.0
Lmbrd1,39.0,36.0,25.0,30.0,22.0,23.0,40.0,16.0,135.0,87.0,119.0,127.0,79.0,73.0,101.0,85.0
Adgrb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Phf3,70.0,76.0,49.0,59.0,63.0,76.0,59.0,54.0,222.0,212.0,218.0,195.0,151.0,144.0,166.0,140.0
Ptp4a1,3.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,6.0,13.0,11.0,8.0
Ptp4a1-1,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
4931428L18Rik,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khdrbs2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Prim2,12.0,9.0,13.0,4.0,5.0,13.0,6.0,9.0,64.0,40.0,87.0,61.0,48.0,28.0,24.0,23.0
Rab23,2.0,2.0,0.0,4.0,2.0,1.0,1.0,1.0,11.0,4.0,14.0,6.0,6.0,4.0,2.0,3.0
Bag2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,2.0,5.0,6.0,0.0,1.0,3.0,2.0
Zfp451,22.0,15.0,18.0,12.0,10.0,7.0,20.0,6.0,64.0,66.0,83.0,75.0,32.0,50.0,42.0,30.0
Bend6,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0,2.0
Dst,15.0,11.0,16.0,19.0,10.0,12.0,16.0,11.0,63.0,43.0,57.0,40.0,27.0,29.0,28.0,14.0
Gm26788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Gm37233,4.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,4.0,6.0,7.0,1.0,2.0,3.0,1.0
Ccdc115,8.0,12.0,13.0,12.0,12.0,16.0,19.0,17.0,53.0,39.0,54.0,42.0,29.0,33.0,38.0,42.0
Gm28306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imp4,14.0,9.0,12.0,7.0,10.0,14.0,13.0,15.0,52.0,42.0,38.0,50.0,22.0,35.0,51.0,38.0
Ptpn18,161.0,149.0,174.0,134.0,127.0,154.0,156.0,164.0,627.0,488.0,546.0,553.0,365.0,433.0,479.0,389.0
Gm28417,7.0,8.0,0.0,5.0,4.0,6.0,5.0,1.0,24.0,10.0,2.0,8.0,3.0,6.0,4.0,9.0
4930568A12Rik,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
Prss39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cfc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arhgef4,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,10.0,1.0,2.0,2.0,5.0
Gm38336,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0
Fam168b,57.0,58.0,62.0,41.0,41.0,54.0,61.0,55.0,218.0,196.0,261.0,209.0,147.0,142.0,140.0,139.0
Plekhb2,28.0,22.0,19.0,15.0,18.0,24.0,12.0,20.0,88.0,83.0,82.0,70.0,48.0,57.0,48.0,32.0
Gm37068,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110002O04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hs6st1,7.0,16.0,14.0,11.0,14.0,10.0,9.0,6.0,67.0,60.0,63.0,47.0,46.0,48.0,37.0,43.0
Gm33280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
Uggt1,49.0,59.0,37.0,19.0,35.0,61.0,39.0,39.0,186.0,147.0,166.0,190.0,99.0,107.0,111.0,104.0
Neurl3,28.0,44.0,37.0,25.0,33.0,21.0,24.0,30.0,136.0,129.0,142.0,123.0,111.0,107.0,104.0,105.0
Arid5a,5.0,4.0,7.0,6.0,5.0,5.0,8.0,8.0,27.0,25.0,42.0,23.0,14.0,17.0,17.0,16.0
4930403P22Rik,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
Kansl3,11.0,17.0,18.0,10.0,11.0,11.0,12.0,15.0,57.0,66.0,59.0,67.0,30.0,33.0,33.0,35.0
Fer1l5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lman2l,13.0,16.0,15.0,10.0,14.0,11.0,9.0,10.0,87.0,54.0,80.0,64.0,33.0,38.0,30.0,20.0
Cnnm4,5.0,9.0,4.0,4.0,1.0,2.0,3.0,2.0,26.0,17.0,41.0,18.0,10.0,6.0,14.0,12.0
Cnnm3,6.0,4.0,5.0,5.0,3.0,5.0,15.0,8.0,26.0,21.0,27.0,23.0,13.0,17.0,18.0,19.0
Gm38033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
Ankrd23,0.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0
Ankrd39,5.0,2.0,4.0,4.0,6.0,3.0,2.0,2.0,14.0,7.0,10.0,15.0,7.0,4.0,15.0,12.0
Sema4c,3.0,6.0,1.0,1.0,0.0,3.0,4.0,1.0,10.0,4.0,2.0,3.0,7.0,5.0,4.0,1.0
D430040D24Rik,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
Fam178b,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cox5b,103.0,94.0,105.0,92.0,101.0,123.0,114.0,106.0,451.0,335.0,409.0,379.0,206.0,290.0,311.0,259.0
Actr1b,13.0,21.0,18.0,14.0,8.0,9.0,4.0,5.0,60.0,31.0,67.0,40.0,23.0,37.0,30.0,34.0
4933424G06Rik,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Zap70,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Tmem131,154.0,143.0,135.0,163.0,102.0,89.0,76.0,134.0,702.0,572.0,725.0,697.0,422.0,424.0,386.0,468.0
Gm38115,6.0,6.0,11.0,10.0,6.0,6.0,4.0,4.0,34.0,23.0,38.0,44.0,21.0,28.0,19.0,30.0
Vwa3b,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0
Cnga3,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,5.0,3.0,3.0,0.0,1.0,1.0,1.0
Inpp4a,39.0,23.0,23.0,17.0,29.0,37.0,37.0,24.0,124.0,123.0,86.0,122.0,75.0,74.0,102.0,50.0
4930439A04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Coa5,27.0,21.0,28.0,11.0,15.0,19.0,29.0,18.0,73.0,74.0,61.0,76.0,56.0,58.0,71.0,53.0
Unc50,14.0,9.0,18.0,15.0,13.0,20.0,14.0,18.0,76.0,55.0,69.0,67.0,35.0,30.0,52.0,41.0
Mgat4a,25.0,37.0,31.0,32.0,20.0,20.0,24.0,15.0,97.0,101.0,95.0,114.0,59.0,55.0,50.0,59.0
2010300C02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0
4930556I23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tsga10,5.0,5.0,5.0,2.0,5.0,3.0,2.0,0.0,8.0,11.0,7.0,11.0,8.0,5.0,7.0,8.0
Gm26805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lipt1,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0
Mitd1,8.0,13.0,8.0,10.0,8.0,5.0,7.0,9.0,33.0,25.0,38.0,32.0,10.0,18.0,26.0,12.0
Mrpl30,63.0,52.0,59.0,48.0,36.0,43.0,64.0,55.0,204.0,148.0,155.0,196.0,102.0,125.0,148.0,117.0
Txndc9,19.0,25.0,26.0,24.0,23.0,23.0,22.0,24.0,74.0,68.0,71.0,80.0,48.0,47.0,52.0,41.0
Eif5b,61.0,88.0,75.0,47.0,40.0,50.0,32.0,40.0,277.0,231.0,291.0,281.0,152.0,162.0,195.0,143.0
Rev1,18.0,21.0,13.0,14.0,6.0,19.0,20.0,14.0,63.0,56.0,72.0,71.0,33.0,27.0,46.0,42.0
Gm37062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aff3,163.0,212.0,125.0,55.0,125.0,249.0,212.0,119.0,331.0,315.0,372.0,297.0,212.0,179.0,297.0,166.0
Gm16150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Gm16151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16152,3.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,7.0,5.0,5.0,3.0,3.0,2.0,3.0,0.0
Chst10,4.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,11.0,15.0,15.0,7.0,6.0,5.0,4.0,5.0
Gm37707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Pdcl3,12.0,17.0,14.0,13.0,13.0,17.0,18.0,20.0,62.0,54.0,69.0,60.0,42.0,45.0,47.0,46.0
Npas2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rpl31,324.0,323.0,300.0,230.0,278.0,426.0,292.0,246.0,1095.0,973.0,959.0,951.0,632.0,682.0,857.0,652.0
Tbc1d8,242.0,224.0,167.0,134.0,141.0,193.0,191.0,170.0,939.0,836.0,901.0,830.0,542.0,522.0,557.0,545.0
Cnot11,9.0,8.0,4.0,9.0,8.0,12.0,8.0,4.0,37.0,28.0,26.0,23.0,11.0,18.0,18.0,16.0
Gm15832,1.0,2.0,1.0,4.0,0.0,4.0,3.0,8.0,20.0,21.0,22.0,18.0,11.0,5.0,3.0,2.0
Rnf149,58.0,58.0,40.0,48.0,24.0,30.0,25.0,36.0,206.0,210.0,225.0,228.0,101.0,112.0,122.0,96.0
Creg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rfx8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700066B17Rik,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,8.0,9.0
Map4k4,72.0,44.0,52.0,45.0,56.0,79.0,74.0,52.0,258.0,223.0,213.0,252.0,161.0,143.0,184.0,142.0
Il1r2,13.0,15.0,11.0,7.0,3.0,10.0,2.0,5.0,27.0,20.0,13.0,8.0,112.0,165.0,136.0,125.0
Gm16894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,2.0,4.0,5.0,6.0,3.0
Il1r1,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0
Il1rl2,0.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,4.0,2.0,3.0
Il1rl1,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,0.0,2.0
Il18r1,1.0,8.0,4.0,1.0,1.0,0.0,9.0,12.0,5.0,0.0,22.0,15.0,2.0,5.0,3.0,2.0
Il18rap,3.0,6.0,2.0,0.0,0.0,0.0,2.0,3.0,8.0,19.0,23.0,13.0,1.0,6.0,5.0,4.0
Slc9a4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Slc9a2,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,13.0,6.0,1.0,6.0,3.0,4.0
Gm37623,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Gm37915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mfsd9,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,6.0,0.0,2.0,0.0,3.0
Gm29260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pantr1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gm20646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrps9,19.0,22.0,17.0,23.0,18.0,12.0,12.0,11.0,85.0,74.0,108.0,67.0,41.0,47.0,50.0,55.0
Gpr45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Tgfbrap1,4.0,17.0,9.0,9.0,1.0,10.0,2.0,6.0,33.0,25.0,39.0,27.0,21.0,27.0,14.0,16.0
8430432A02Rik,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
