,wt_naive_0,wt_naive_1,wt_naive_2,wt_naive_3,ko_naive_0,ko_naive_1,ko_naive_2,ko_naive_3,wt_pathogenic_0,wt_pathogenic_1,wt_pathogenic_2,wt_pathogenic_3,ko_pathogenic_0,ko_pathogenic_1,ko_pathogenic_2,ko_pathogenic_3
1700034P13Rik,1.0,3.0,0.0,0.0,5.0,1.0,1.0,0.0,5.0,4.0,3.0,3.0,6.0,0.0,6.0,4.0
Sgk3,78.0,96.0,82.0,76.0,86.0,52.0,75.0,64.0,514.0,517.0,463.0,406.0,233.0,231.0,288.0,243.0
Mcmdc2,0.0,4.0,3.0,4.0,2.0,1.0,0.0,1.0,4.0,2.0,4.0,1.0,3.0,7.0,3.0,5.0
Snhg6,12.0,14.0,12.0,7.0,16.0,12.0,16.0,7.0,49.0,70.0,55.0,44.0,61.0,38.0,42.0,58.0
Tcf24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ppp1r42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cops5,21.0,31.0,16.0,22.0,20.0,15.0,20.0,23.0,118.0,98.0,86.0,75.0,48.0,42.0,63.0,57.0
Cspp1,26.0,32.0,22.0,25.0,24.0,17.0,29.0,24.0,137.0,132.0,100.0,113.0,61.0,76.0,94.0,63.0
Arfgef1,50.0,85.0,69.0,55.0,65.0,57.0,55.0,45.0,305.0,318.0,292.0,283.0,167.0,141.0,202.0,164.0
Cpa6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Prex2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A830018L16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Slco5a1,38.0,8.0,71.0,6.0,15.0,25.0,8.0,41.0,91.0,76.0,100.0,130.0,49.0,7.0,24.0,34.0
Prdm14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ncoa2,126.0,157.0,132.0,94.0,123.0,90.0,107.0,83.0,520.0,561.0,520.0,510.0,324.0,296.0,333.0,289.0
Gm29570,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0
Tram1,48.0,69.0,51.0,48.0,53.0,49.0,75.0,63.0,236.0,250.0,173.0,198.0,128.0,138.0,122.0,123.0
Lactb2,5.0,15.0,8.0,6.0,5.0,6.0,8.0,6.0,30.0,26.0,27.0,23.0,20.0,13.0,18.0,17.0
Xkr9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eya1,12.0,6.0,9.0,11.0,23.0,5.0,19.0,29.0,24.0,12.0,27.0,21.0,16.0,12.0,6.0,17.0
Trpa1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Kcnb2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terf1,11.0,12.0,17.0,9.0,8.0,12.0,17.0,13.0,68.0,97.0,90.0,75.0,48.0,41.0,56.0,33.0
Sbspon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930444P10Rik,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rpl7,794.0,880.0,677.0,737.0,725.0,546.0,786.0,717.0,2708.0,2728.0,2569.0,2450.0,1837.0,1795.0,1825.0,1858.0
Rdh10,0.0,3.0,5.0,4.0,4.0,7.0,2.0,4.0,15.0,22.0,17.0,12.0,6.0,7.0,13.0,10.0
Stau2,5.0,13.0,9.0,8.0,4.0,9.0,4.0,5.0,21.0,24.0,33.0,21.0,24.0,14.0,21.0,12.0
Gm7568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ube2w,38.0,34.0,45.0,36.0,33.0,28.0,43.0,27.0,155.0,191.0,121.0,160.0,95.0,123.0,89.0,87.0
Eloc,32.0,44.0,38.0,24.0,42.0,28.0,39.0,38.0,146.0,163.0,144.0,136.0,106.0,93.0,97.0,113.0
Tmem70,11.0,13.0,10.0,16.0,11.0,4.0,11.0,10.0,55.0,60.0,33.0,42.0,35.0,28.0,23.0,33.0
Ly96,6.0,6.0,4.0,4.0,10.0,5.0,12.0,3.0,23.0,23.0,31.0,23.0,10.0,16.0,13.0,12.0
Gm28376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jph1,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
Pi15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Crispld1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28153,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
Gm28756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tfap2d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pkhd1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Il17f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Mcm3,8.0,11.0,8.0,13.0,15.0,6.0,12.0,10.0,68.0,66.0,67.0,50.0,26.0,26.0,28.0,26.0
Paqr8,2.0,4.0,8.0,0.0,2.0,6.0,9.0,4.0,15.0,25.0,30.0,17.0,12.0,8.0,6.0,7.0
Efhc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Tram2,7.0,11.0,7.0,7.0,2.0,2.0,6.0,4.0,43.0,39.0,33.0,47.0,23.0,20.0,13.0,9.0
Tmem14a,0.0,1.0,1.0,2.0,3.0,3.0,4.0,0.0,5.0,7.0,12.0,8.0,5.0,6.0,2.0,5.0
Gsta3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Gm28836,2.0,4.0,2.0,0.0,0.0,5.0,1.0,1.0,21.0,2.0,7.0,6.0,4.0,5.0,9.0,5.0
Khdc1a,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Khdc1c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khdc1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kcnq5,7.0,4.0,7.0,10.0,10.0,11.0,11.0,9.0,50.0,21.0,9.0,71.0,10.0,18.0,8.0,7.0
Rims1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm29107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ogfrl1,63.0,43.0,49.0,35.0,53.0,49.0,32.0,35.0,165.0,152.0,150.0,152.0,102.0,97.0,99.0,119.0
B3gat2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0
Smap1,49.0,42.0,30.0,29.0,34.0,31.0,38.0,37.0,142.0,149.0,158.0,144.0,106.0,120.0,113.0,102.0
Sdhaf4,16.0,15.0,12.0,16.0,17.0,4.0,13.0,8.0,40.0,49.0,52.0,52.0,30.0,32.0,30.0,35.0
Fam135a,7.0,9.0,5.0,4.0,7.0,3.0,4.0,3.0,33.0,23.0,21.0,24.0,16.0,17.0,23.0,19.0
Col19a1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,5.0,5.0,0.0,0.0
Lmbrd1,30.0,38.0,35.0,27.0,36.0,22.0,26.0,17.0,131.0,110.0,114.0,113.0,78.0,103.0,84.0,73.0
Adgrb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Phf3,62.0,70.0,63.0,59.0,56.0,58.0,83.0,55.0,221.0,227.0,193.0,206.0,144.0,158.0,156.0,143.0
Ptp4a1,2.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,3.0,3.0,2.0,6.0,12.0,9.0,11.0
Ptp4a1-1,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
4931428L18Rik,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khdrbs2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Prim2,7.0,10.0,9.0,12.0,2.0,13.0,4.0,14.0,48.0,81.0,80.0,43.0,42.0,23.0,31.0,27.0
Rab23,2.0,5.0,1.0,0.0,1.0,3.0,0.0,1.0,13.0,11.0,5.0,6.0,5.0,1.0,3.0,6.0
Bag2,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,8.0,6.0,0.0,1.0,4.0,1.0
Zfp451,19.0,26.0,13.0,9.0,13.0,12.0,12.0,6.0,78.0,73.0,65.0,72.0,41.0,39.0,41.0,33.0
Bend6,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,1.0,1.0,4.0,1.0
Dst,20.0,15.0,21.0,5.0,16.0,15.0,7.0,11.0,55.0,47.0,59.0,42.0,36.0,24.0,18.0,20.0
Gm26788,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gm37233,0.0,6.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,7.0,6.0,4.0,3.0,2.0,0.0,2.0
Ccdc115,10.0,14.0,14.0,7.0,22.0,9.0,22.0,11.0,44.0,54.0,44.0,46.0,39.0,38.0,24.0,41.0
Gm28306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imp4,7.0,10.0,11.0,14.0,15.0,15.0,13.0,9.0,52.0,44.0,48.0,38.0,33.0,47.0,35.0,31.0
Ptpn18,155.0,186.0,143.0,134.0,151.0,121.0,167.0,162.0,580.0,569.0,543.0,522.0,444.0,459.0,357.0,406.0
Gm28417,6.0,5.0,2.0,7.0,4.0,4.0,7.0,1.0,13.0,8.0,8.0,15.0,4.0,5.0,8.0,5.0
4930568A12Rik,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Prss39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cfc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arhgef4,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,6.0,7.0,4.0,4.0,3.0,2.0,5.0,0.0
Gm38336,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0
Fam168b,57.0,61.0,60.0,40.0,48.0,38.0,57.0,68.0,199.0,261.0,247.0,177.0,150.0,143.0,131.0,144.0
Plekhb2,32.0,19.0,19.0,14.0,23.0,18.0,13.0,20.0,75.0,89.0,89.0,70.0,37.0,52.0,46.0,50.0
Gm37068,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110002O04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hs6st1,11.0,10.0,14.0,13.0,11.0,8.0,13.0,7.0,68.0,65.0,56.0,48.0,48.0,46.0,47.0,33.0
Gm33280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Uggt1,37.0,43.0,44.0,40.0,48.0,45.0,47.0,34.0,185.0,167.0,165.0,172.0,111.0,122.0,109.0,79.0
Neurl3,19.0,41.0,37.0,37.0,21.0,29.0,40.0,18.0,146.0,148.0,108.0,128.0,97.0,100.0,121.0,109.0
Arid5a,9.0,6.0,3.0,4.0,6.0,10.0,3.0,7.0,19.0,35.0,25.0,38.0,12.0,23.0,16.0,13.0
4930403P22Rik,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
Kansl3,18.0,20.0,7.0,11.0,12.0,8.0,17.0,12.0,65.0,58.0,66.0,60.0,34.0,26.0,34.0,37.0
Fer1l5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lman2l,14.0,15.0,11.0,14.0,10.0,8.0,8.0,18.0,82.0,77.0,62.0,64.0,32.0,30.0,30.0,29.0
Cnnm4,5.0,4.0,8.0,5.0,3.0,1.0,0.0,4.0,33.0,27.0,23.0,19.0,15.0,9.0,11.0,7.0
Cnnm3,6.0,7.0,3.0,4.0,12.0,7.0,3.0,9.0,22.0,19.0,32.0,24.0,20.0,12.0,18.0,17.0
Gm38033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Ankrd23,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0
Ankrd39,6.0,4.0,3.0,2.0,4.0,0.0,6.0,3.0,12.0,14.0,8.0,12.0,6.0,9.0,13.0,10.0
Sema4c,4.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,8.0,4.0,4.0,6.0,7.0,3.0,1.0
D430040D24Rik,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Fam178b,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cox5b,103.0,108.0,91.0,92.0,117.0,82.0,137.0,108.0,383.0,458.0,339.0,394.0,272.0,251.0,256.0,287.0
Actr1b,12.0,21.0,17.0,16.0,4.0,10.0,8.0,4.0,45.0,57.0,53.0,43.0,32.0,32.0,23.0,37.0
4933424G06Rik,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Zap70,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Tmem131,131.0,191.0,153.0,120.0,131.0,82.0,110.0,78.0,710.0,723.0,634.0,629.0,427.0,401.0,508.0,364.0
Gm38115,6.0,13.0,6.0,8.0,6.0,3.0,8.0,3.0,37.0,45.0,27.0,30.0,23.0,24.0,35.0,16.0
Vwa3b,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0
Cnga3,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,9.0,4.0,1.0,0.0,0.0,2.0
Inpp4a,32.0,27.0,22.0,21.0,29.0,26.0,30.0,42.0,113.0,127.0,111.0,104.0,77.0,81.0,77.0,66.0
4930439A04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Coa5,26.0,21.0,19.0,21.0,22.0,17.0,18.0,24.0,76.0,92.0,58.0,58.0,62.0,61.0,56.0,59.0
Unc50,13.0,15.0,16.0,12.0,23.0,8.0,17.0,17.0,75.0,66.0,67.0,59.0,36.0,40.0,35.0,47.0
Mgat4a,29.0,33.0,32.0,31.0,15.0,16.0,23.0,25.0,105.0,84.0,121.0,97.0,56.0,55.0,67.0,45.0
2010300C02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0
4930556I23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tsga10,5.0,2.0,3.0,7.0,4.0,0.0,4.0,2.0,9.0,9.0,9.0,10.0,5.0,14.0,7.0,2.0
Gm26805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lipt1,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Mitd1,10.0,12.0,4.0,13.0,10.0,5.0,7.0,7.0,26.0,34.0,38.0,30.0,11.0,18.0,18.0,19.0
Mrpl30,53.0,68.0,48.0,53.0,52.0,41.0,50.0,55.0,168.0,176.0,167.0,192.0,116.0,129.0,113.0,134.0
Txndc9,21.0,30.0,20.0,23.0,24.0,16.0,30.0,22.0,75.0,78.0,64.0,76.0,49.0,39.0,55.0,45.0
Eif5b,66.0,78.0,59.0,68.0,36.0,33.0,65.0,28.0,297.0,305.0,263.0,215.0,194.0,173.0,149.0,136.0
Rev1,11.0,24.0,14.0,17.0,17.0,14.0,10.0,18.0,58.0,87.0,53.0,64.0,31.0,32.0,41.0,44.0
Gm37062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aff3,150.0,145.0,106.0,154.0,222.0,114.0,171.0,198.0,363.0,328.0,247.0,377.0,213.0,273.0,195.0,173.0
Gm16150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
Gm16151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16152,2.0,4.0,1.0,1.0,0.0,2.0,1.0,8.0,6.0,5.0,3.0,6.0,4.0,2.0,1.0,1.0
Chst10,2.0,2.0,1.0,3.0,6.0,0.0,1.0,0.0,10.0,15.0,16.0,7.0,3.0,4.0,8.0,5.0
Gm37707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Pdcl3,13.0,20.0,10.0,13.0,19.0,13.0,18.0,18.0,72.0,70.0,49.0,54.0,47.0,52.0,38.0,43.0
Npas2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rpl31,295.0,398.0,234.0,250.0,310.0,231.0,344.0,357.0,1011.0,1122.0,968.0,877.0,771.0,764.0,632.0,656.0
Tbc1d8,190.0,278.0,167.0,132.0,183.0,102.0,217.0,193.0,884.0,978.0,808.0,836.0,623.0,519.0,542.0,482.0
Cnot11,4.0,16.0,4.0,6.0,10.0,4.0,10.0,8.0,30.0,26.0,29.0,29.0,18.0,16.0,10.0,19.0
Gm15832,2.0,3.0,2.0,1.0,3.0,6.0,4.0,2.0,22.0,18.0,19.0,22.0,1.0,4.0,9.0,7.0
Rnf149,45.0,69.0,50.0,40.0,11.0,28.0,41.0,35.0,227.0,222.0,222.0,198.0,113.0,84.0,116.0,118.0
Creg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rfx8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700066B17Rik,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,9.0,8.0,1.0,4.0
Map4k4,54.0,71.0,41.0,47.0,96.0,49.0,59.0,57.0,246.0,257.0,216.0,227.0,158.0,182.0,143.0,147.0
Il1r2,11.0,13.0,15.0,7.0,2.0,8.0,5.0,5.0,12.0,32.0,14.0,10.0,112.0,114.0,139.0,173.0
Gm16894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,2.0,4.0,6.0,3.0,5.0
Il1r1,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0
Il1rl2,2.0,3.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,6.0,2.0,3.0
Il1rl1,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0
Il18r1,0.0,5.0,7.0,2.0,3.0,3.0,5.0,11.0,7.0,11.0,2.0,22.0,1.0,5.0,3.0,3.0
Il18rap,1.0,1.0,9.0,0.0,1.0,2.0,1.0,1.0,12.0,18.0,22.0,11.0,3.0,3.0,2.0,8.0
Slc9a4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Slc9a2,1.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,10.0,3.0,6.0,4.0,2.0,6.0,2.0
Gm37623,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Gm37915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mfsd9,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,3.0,0.0,3.0,2.0,0.0
Gm29260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pantr1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gm20646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrps9,27.0,19.0,19.0,16.0,16.0,10.0,15.0,12.0,80.0,79.0,91.0,84.0,63.0,33.0,53.0,44.0
Gpr45,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
Tgfbrap1,9.0,16.0,13.0,1.0,3.0,6.0,7.0,3.0,26.0,38.0,31.0,29.0,30.0,16.0,17.0,15.0
8430432A02Rik,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
