,wt_naive_0,wt_naive_1,wt_naive_2,wt_naive_3,ko_naive_0,ko_naive_1,ko_naive_2,ko_naive_3,wt_pathogenic_0,wt_pathogenic_1,wt_pathogenic_2,wt_pathogenic_3,ko_pathogenic_0,ko_pathogenic_1,ko_pathogenic_2,ko_pathogenic_3
Xkr4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Gm37381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrpl15,14.0,17.0,22.0,13.0,21.0,21.0,25.0,19.0,74.0,83.0,105.0,70.0,47.0,48.0,47.0,37.0
Lypla1,26.0,25.0,27.0,13.0,25.0,21.0,29.0,15.0,107.0,94.0,113.0,96.0,65.0,59.0,51.0,58.0
Tcea1,51.0,53.0,54.0,53.0,52.0,49.0,41.0,52.0,192.0,175.0,215.0,189.0,124.0,134.0,113.0,138.0
Rgs20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atp6v1h,29.0,28.0,43.0,38.0,27.0,39.0,23.0,24.0,134.0,115.0,96.0,121.0,92.0,73.0,100.0,85.0
Rb1cc1,28.0,30.0,34.0,38.0,50.0,38.0,50.0,24.0,174.0,199.0,148.0,193.0,109.0,110.0,95.0,110.0
4732440D04Rik,3.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,10.0,13.0,14.0,10.0,2.0,3.0,6.0,4.0
Alkal1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St18,0.0,3.0,2.0,4.0,1.0,0.0,6.0,2.0,37.0,47.0,6.0,6.0,9.0,26.0,16.0,16.0
Pcmtd1,24.0,35.0,33.0,28.0,40.0,33.0,42.0,38.0,140.0,134.0,104.0,139.0,68.0,89.0,57.0,69.0
Gm26901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
Gm30414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sntg1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,2.0
Rrs1,8.0,9.0,5.0,7.0,5.0,4.0,6.0,8.0,26.0,42.0,26.0,30.0,14.0,12.0,14.0,10.0
Adhfe1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2610203C22Rik,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0
Vxn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Mybl1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,1.0
Vcpip1,19.0,17.0,29.0,29.0,13.0,22.0,17.0,20.0,141.0,103.0,86.0,113.0,53.0,57.0,65.0,42.0
1700034P13Rik,2.0,0.0,2.0,0.0,1.0,2.0,0.0,4.0,2.0,5.0,1.0,7.0,1.0,12.0,1.0,2.0
Sgk3,75.0,80.0,99.0,78.0,78.0,64.0,79.0,56.0,504.0,426.0,467.0,503.0,212.0,229.0,281.0,273.0
Mcmdc2,1.0,5.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,5.0,6.0,3.0,7.0,2.0
Snhg6,10.0,18.0,9.0,8.0,19.0,12.0,7.0,13.0,65.0,52.0,62.0,39.0,50.0,48.0,46.0,55.0
Tcf24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ppp1r42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cops5,22.0,18.0,22.0,28.0,22.0,19.0,8.0,29.0,91.0,95.0,99.0,92.0,56.0,62.0,34.0,58.0
Cspp1,39.0,23.0,22.0,21.0,19.0,18.0,28.0,29.0,124.0,95.0,142.0,121.0,84.0,74.0,57.0,79.0
Arfgef1,64.0,64.0,59.0,72.0,60.0,57.0,60.0,45.0,308.0,292.0,285.0,313.0,182.0,173.0,170.0,149.0
Cpa6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Prex2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A830018L16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Slco5a1,10.0,23.0,25.0,65.0,13.0,14.0,27.0,35.0,101.0,115.0,77.0,104.0,11.0,21.0,31.0,51.0
Prdm14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ncoa2,112.0,150.0,140.0,107.0,120.0,98.0,102.0,83.0,534.0,535.0,435.0,607.0,339.0,320.0,272.0,311.0
Gm29570,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0
Tram1,60.0,39.0,53.0,64.0,54.0,66.0,60.0,60.0,217.0,206.0,203.0,231.0,126.0,124.0,134.0,127.0
Lactb2,4.0,11.0,9.0,10.0,11.0,5.0,7.0,2.0,26.0,33.0,24.0,23.0,18.0,18.0,20.0,12.0
Xkr9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eya1,4.0,10.0,10.0,14.0,16.0,22.0,17.0,21.0,15.0,23.0,16.0,30.0,14.0,13.0,13.0,11.0
Trpa1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Kcnb2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terf1,14.0,8.0,14.0,13.0,13.0,11.0,10.0,16.0,72.0,72.0,90.0,96.0,38.0,49.0,43.0,48.0
Sbspon,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930444P10Rik,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rpl7,750.0,747.0,848.0,743.0,691.0,711.0,703.0,669.0,2686.0,2441.0,2781.0,2547.0,1951.0,1765.0,1842.0,1757.0
Rdh10,7.0,2.0,0.0,3.0,4.0,6.0,1.0,6.0,19.0,21.0,11.0,15.0,5.0,9.0,13.0,9.0
Stau2,7.0,8.0,8.0,12.0,8.0,5.0,4.0,5.0,12.0,31.0,32.0,24.0,21.0,12.0,22.0,16.0
Gm7568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ube2w,36.0,46.0,32.0,39.0,31.0,35.0,33.0,32.0,149.0,151.0,161.0,166.0,120.0,85.0,91.0,98.0
Eloc,27.0,37.0,42.0,32.0,28.0,43.0,42.0,34.0,172.0,146.0,129.0,142.0,98.0,107.0,107.0,97.0
Tmem70,13.0,10.0,19.0,8.0,10.0,12.0,9.0,5.0,48.0,47.0,54.0,41.0,31.0,29.0,29.0,30.0
Ly96,5.0,6.0,2.0,7.0,4.0,11.0,6.0,9.0,26.0,19.0,25.0,30.0,11.0,20.0,11.0,9.0
Gm28376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Jph1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0
Pi15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crispld1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28153,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0
Gm28756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tfap2d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pkhd1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Il17f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Mcm3,6.0,15.0,7.0,12.0,12.0,14.0,8.0,9.0,37.0,75.0,78.0,61.0,30.0,27.0,32.0,17.0
Paqr8,1.0,7.0,3.0,3.0,7.0,7.0,4.0,3.0,18.0,21.0,9.0,39.0,9.0,6.0,7.0,11.0
Efhc1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
Tram2,3.0,6.0,14.0,9.0,3.0,5.0,4.0,2.0,47.0,33.0,43.0,39.0,24.0,10.0,11.0,20.0
Tmem14a,1.0,1.0,1.0,1.0,4.0,3.0,0.0,3.0,7.0,4.0,12.0,9.0,2.0,3.0,6.0,7.0
Gsta3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Gm28836,0.0,5.0,1.0,2.0,1.0,0.0,1.0,5.0,15.0,5.0,8.0,8.0,6.0,2.0,10.0,5.0
Khdc1a,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Khdc1c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khdc1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kcnq5,2.0,8.0,12.0,6.0,18.0,9.0,9.0,5.0,46.0,27.0,26.0,52.0,13.0,1.0,14.0,15.0
Rims1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ogfrl1,34.0,48.0,55.0,53.0,34.0,53.0,41.0,41.0,177.0,150.0,136.0,156.0,86.0,116.0,108.0,107.0
B3gat2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,5.0,1.0,2.0,0.0
Smap1,45.0,23.0,42.0,40.0,44.0,35.0,32.0,29.0,148.0,137.0,163.0,145.0,109.0,119.0,92.0,121.0
Sdhaf4,14.0,8.0,14.0,23.0,11.0,5.0,8.0,18.0,47.0,51.0,46.0,49.0,36.0,31.0,19.0,41.0
Fam135a,5.0,6.0,8.0,6.0,4.0,4.0,7.0,2.0,32.0,25.0,27.0,17.0,23.0,16.0,21.0,15.0
Col19a1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,4.0,5.0,1.0,0.0
Lmbrd1,28.0,41.0,37.0,24.0,32.0,17.0,35.0,17.0,111.0,106.0,137.0,114.0,105.0,82.0,79.0,72.0
Adgrb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phf3,75.0,45.0,73.0,61.0,57.0,76.0,63.0,56.0,205.0,208.0,202.0,232.0,133.0,172.0,146.0,150.0
Ptp4a1,4.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,5.0,8.0,11.0,14.0
Ptp4a1-1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
4931428L18Rik,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khdrbs2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Prim2,7.0,14.0,7.0,10.0,2.0,13.0,11.0,7.0,42.0,80.0,54.0,76.0,42.0,25.0,19.0,37.0
Rab23,1.0,1.0,4.0,2.0,0.0,1.0,4.0,0.0,6.0,2.0,14.0,13.0,1.0,7.0,2.0,5.0
Bag2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,7.0,5.0,6.0,2.0,0.0,4.0,0.0
Zfp451,22.0,12.0,20.0,13.0,8.0,9.0,15.0,11.0,63.0,65.0,66.0,94.0,38.0,35.0,32.0,49.0
Bend6,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0
Dst,10.0,21.0,20.0,10.0,15.0,10.0,13.0,11.0,56.0,54.0,41.0,52.0,20.0,27.0,29.0,22.0
Gm26788,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gm37233,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,7.0,6.0,1.0,0.0,4.0,2.0
Ccdc115,8.0,9.0,18.0,10.0,20.0,18.0,16.0,10.0,52.0,48.0,53.0,35.0,38.0,34.0,32.0,38.0
Gm28306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imp4,9.0,13.0,12.0,8.0,17.0,9.0,13.0,13.0,49.0,48.0,46.0,39.0,39.0,39.0,36.0,32.0
Ptpn18,164.0,135.0,178.0,141.0,163.0,171.0,134.0,133.0,518.0,526.0,596.0,574.0,408.0,441.0,429.0,388.0
Gm28417,5.0,6.0,5.0,4.0,4.0,3.0,7.0,2.0,8.0,10.0,12.0,14.0,4.0,7.0,6.0,5.0
4930568A12Rik,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0
Prss39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cfc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arhgef4,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,6.0,11.0,3.0,4.0,2.0,1.0
Gm38336,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,4.0,0.0,4.0
Fam168b,44.0,55.0,66.0,53.0,53.0,40.0,57.0,61.0,219.0,223.0,190.0,252.0,146.0,127.0,151.0,144.0
Plekhb2,18.0,19.0,22.0,25.0,20.0,16.0,21.0,17.0,89.0,64.0,71.0,99.0,63.0,43.0,36.0,43.0
Gm37068,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110002O04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hs6st1,11.0,14.0,12.0,11.0,11.0,11.0,10.0,7.0,63.0,46.0,62.0,66.0,60.0,42.0,41.0,31.0
Gm33280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Uggt1,35.0,36.0,43.0,50.0,55.0,46.0,39.0,34.0,187.0,167.0,166.0,169.0,113.0,118.0,94.0,96.0
Neurl3,39.0,36.0,46.0,13.0,29.0,31.0,22.0,26.0,155.0,121.0,122.0,132.0,121.0,113.0,106.0,87.0
Arid5a,5.0,4.0,8.0,5.0,13.0,4.0,4.0,5.0,31.0,33.0,25.0,28.0,17.0,9.0,20.0,18.0
4930403P22Rik,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
Kansl3,16.0,17.0,17.0,6.0,18.0,10.0,11.0,10.0,68.0,47.0,65.0,69.0,41.0,33.0,34.0,23.0
Fer1l5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lman2l,12.0,16.0,16.0,10.0,6.0,14.0,11.0,13.0,67.0,79.0,68.0,71.0,27.0,35.0,27.0,32.0
Cnnm4,3.0,6.0,6.0,7.0,2.0,3.0,1.0,2.0,33.0,22.0,18.0,29.0,10.0,5.0,11.0,16.0
Cnnm3,2.0,6.0,6.0,6.0,11.0,9.0,6.0,5.0,25.0,21.0,23.0,28.0,12.0,17.0,20.0,18.0
Gm38033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Ankrd23,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0
Ankrd39,3.0,2.0,4.0,6.0,3.0,5.0,3.0,2.0,10.0,12.0,12.0,12.0,6.0,8.0,12.0,12.0
Sema4c,2.0,1.0,5.0,3.0,6.0,2.0,0.0,0.0,5.0,3.0,3.0,8.0,8.0,5.0,2.0,2.0
D430040D24Rik,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Fam178b,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cox5b,83.0,108.0,114.0,89.0,116.0,131.0,96.0,101.0,405.0,396.0,409.0,364.0,279.0,279.0,244.0,264.0
Actr1b,21.0,9.0,20.0,16.0,4.0,9.0,6.0,7.0,41.0,40.0,55.0,62.0,30.0,36.0,31.0,27.0
4933424G06Rik,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
Zap70,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
Tmem131,157.0,120.0,195.0,123.0,149.0,90.0,88.0,74.0,659.0,636.0,613.0,788.0,414.0,386.0,489.0,411.0
Gm38115,7.0,6.0,13.0,7.0,7.0,6.0,4.0,3.0,39.0,19.0,26.0,55.0,24.0,30.0,33.0,11.0
Vwa3b,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,2.0,0.0,2.0,2.0
Cnga3,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,10.0,1.0,4.0,1.0,1.0,1.0,0.0
Inpp4a,23.0,22.0,31.0,26.0,35.0,26.0,37.0,29.0,132.0,116.0,84.0,123.0,101.0,78.0,60.0,62.0
4930439A04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Coa5,24.0,20.0,22.0,21.0,15.0,23.0,22.0,21.0,75.0,74.0,62.0,73.0,63.0,65.0,60.0,50.0
Unc50,14.0,13.0,17.0,12.0,18.0,18.0,16.0,13.0,78.0,64.0,60.0,65.0,42.0,31.0,39.0,46.0
Mgat4a,28.0,39.0,24.0,34.0,26.0,12.0,21.0,20.0,108.0,84.0,109.0,106.0,63.0,45.0,50.0,65.0
2010300C02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4930556I23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tsga10,6.0,4.0,4.0,3.0,1.0,1.0,3.0,5.0,8.0,7.0,13.0,9.0,9.0,3.0,9.0,7.0
Gm26805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lipt1,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0
Mitd1,9.0,9.0,10.0,11.0,7.0,5.0,9.0,8.0,37.0,22.0,35.0,34.0,6.0,17.0,23.0,20.0
Mrpl30,53.0,62.0,56.0,51.0,43.0,53.0,65.0,37.0,182.0,170.0,196.0,155.0,137.0,129.0,113.0,113.0
Txndc9,26.0,18.0,24.0,26.0,24.0,26.0,22.0,20.0,61.0,69.0,75.0,88.0,48.0,42.0,55.0,43.0
Eif5b,57.0,67.0,73.0,74.0,45.0,36.0,42.0,39.0,232.0,278.0,298.0,272.0,186.0,156.0,172.0,138.0
Rev1,15.0,17.0,16.0,18.0,27.0,9.0,12.0,11.0,54.0,71.0,64.0,73.0,41.0,36.0,31.0,40.0
Gm37062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aff3,116.0,141.0,157.0,141.0,191.0,157.0,160.0,197.0,321.0,329.0,275.0,390.0,230.0,220.0,146.0,258.0
Gm16150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Gm16151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16152,3.0,3.0,1.0,1.0,1.0,4.0,1.0,5.0,3.0,4.0,4.0,9.0,1.0,3.0,2.0,2.0
Chst10,2.0,2.0,3.0,1.0,4.0,0.0,2.0,1.0,6.0,11.0,13.0,18.0,2.0,6.0,3.0,9.0
Gm37707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Pdcl3,16.0,8.0,14.0,18.0,16.0,15.0,10.0,27.0,64.0,53.0,68.0,60.0,62.0,44.0,33.0,41.0
Npas2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rpl31,268.0,285.0,308.0,316.0,296.0,321.0,282.0,343.0,944.0,944.0,1044.0,1046.0,752.0,734.0,729.0,608.0
Tbc1d8,196.0,176.0,214.0,181.0,166.0,165.0,169.0,195.0,821.0,871.0,816.0,998.0,620.0,500.0,556.0,490.0
Cnot11,8.0,5.0,11.0,6.0,8.0,13.0,5.0,6.0,28.0,22.0,31.0,33.0,16.0,17.0,12.0,18.0
Gm15832,4.0,1.0,2.0,1.0,5.0,6.0,2.0,2.0,22.0,21.0,14.0,24.0,3.0,9.0,6.0,3.0
Rnf149,50.0,50.0,57.0,47.0,37.0,33.0,28.0,17.0,223.0,220.0,191.0,235.0,113.0,85.0,123.0,110.0
Creg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rfx8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700066B17Rik,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,9.0,6.0,3.0,4.0
Map4k4,42.0,57.0,65.0,49.0,87.0,57.0,61.0,56.0,243.0,222.0,216.0,265.0,164.0,151.0,136.0,179.0
Il1r2,4.0,14.0,17.0,11.0,2.0,6.0,7.0,5.0,18.0,12.0,10.0,28.0,155.0,124.0,111.0,148.0
Gm16894,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,3.0,1.0,4.0,2.0,4.0,8.0
Il1r1,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
Il1rl2,2.0,2.0,1.0,2.0,1.0,0.0,5.0,0.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0
Il1rl1,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0
Il18r1,0.0,2.0,7.0,5.0,2.0,17.0,2.0,1.0,10.0,7.0,17.0,8.0,2.0,3.0,3.0,4.0
Il18rap,2.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,19.0,16.0,14.0,14.0,4.0,2.0,6.0,4.0
Slc9a4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Slc9a2,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,8.0,6.0,5.0,2.0,1.0,3.0,8.0,2.0
Gm37623,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Gm37915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mfsd9,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,6.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0
Gm29260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pantr1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gm20646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrps9,23.0,18.0,21.0,19.0,19.0,11.0,14.0,9.0,76.0,79.0,94.0,85.0,39.0,65.0,49.0,40.0
Gpr45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tgfbrap1,10.0,8.0,12.0,9.0,7.0,4.0,2.0,6.0,36.0,32.0,32.0,24.0,17.0,20.0,14.0,27.0
8430432A02Rik,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
AI597479,2.0,1.0,5.0,4.0,3.0,4.0,4.0,6.0,19.0,13.0,14.0,20.0,5.0,9.0,7.0,8.0
Fhl2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
