,wt_naive_0,wt_naive_1,wt_naive_2,wt_naive_3,ko_naive_0,ko_naive_1,ko_naive_2,ko_naive_3,wt_pathogenic_0,wt_pathogenic_1,wt_pathogenic_2,wt_pathogenic_3,ko_pathogenic_0,ko_pathogenic_1,ko_pathogenic_2,ko_pathogenic_3
Lman2l,18.0,12.0,11.0,13.0,7.0,12.0,13.0,12.0,51.0,71.0,82.0,81.0,25.0,25.0,30.0,41.0
Cnnm4,7.0,6.0,6.0,3.0,1.0,5.0,1.0,1.0,27.0,23.0,30.0,22.0,12.0,8.0,12.0,10.0
Cnnm3,5.0,7.0,6.0,2.0,2.0,9.0,8.0,12.0,27.0,30.0,21.0,19.0,18.0,19.0,15.0,15.0
Gm38033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
Ankrd23,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0
Ankrd39,2.0,6.0,3.0,4.0,1.0,5.0,5.0,2.0,16.0,9.0,11.0,10.0,5.0,12.0,10.0,11.0
Sema4c,2.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,7.0,3.0,6.0,3.0,7.0,3.0,3.0,4.0
D430040D24Rik,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Fam178b,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cox5b,86.0,108.0,97.0,103.0,106.0,108.0,101.0,129.0,375.0,389.0,443.0,367.0,281.0,217.0,267.0,301.0
Actr1b,13.0,17.0,10.0,26.0,3.0,6.0,9.0,8.0,47.0,56.0,49.0,46.0,27.0,31.0,22.0,44.0
4933424G06Rik,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
Zap70,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Tmem131,160.0,177.0,135.0,123.0,114.0,80.0,97.0,110.0,710.0,663.0,629.0,694.0,467.0,395.0,441.0,397.0
Gm38115,8.0,8.0,10.0,7.0,1.0,3.0,5.0,11.0,36.0,35.0,36.0,32.0,34.0,21.0,21.0,22.0
Vwa3b,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,3.0,0.0,3.0,0.0
Cnga3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,7.0,3.0,0.0,0.0,1.0,2.0
Inpp4a,22.0,28.0,25.0,27.0,26.0,31.0,45.0,25.0,114.0,108.0,97.0,136.0,66.0,64.0,87.0,84.0
4930439A04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Coa5,20.0,23.0,20.0,24.0,19.0,18.0,14.0,30.0,72.0,85.0,73.0,54.0,55.0,72.0,45.0,66.0
Unc50,9.0,15.0,13.0,19.0,13.0,8.0,22.0,22.0,73.0,74.0,55.0,65.0,42.0,38.0,40.0,38.0
Mgat4a,29.0,47.0,18.0,31.0,14.0,25.0,22.0,18.0,102.0,110.0,94.0,101.0,60.0,49.0,54.0,60.0
2010300C02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0
4930556I23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tsga10,5.0,5.0,1.0,6.0,2.0,4.0,1.0,3.0,5.0,10.0,12.0,10.0,11.0,4.0,8.0,5.0
Gm26805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lipt1,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
Mitd1,14.0,13.0,4.0,8.0,4.0,8.0,6.0,11.0,29.0,40.0,35.0,24.0,19.0,16.0,15.0,16.0
Mrpl30,52.0,56.0,56.0,58.0,42.0,54.0,50.0,52.0,168.0,187.0,185.0,163.0,122.0,127.0,117.0,126.0
Txndc9,27.0,16.0,27.0,24.0,19.0,23.0,24.0,26.0,74.0,70.0,66.0,83.0,45.0,37.0,54.0,52.0
Eif5b,66.0,73.0,61.0,71.0,44.0,47.0,30.0,41.0,253.0,323.0,258.0,246.0,174.0,158.0,142.0,178.0
Rev1,27.0,9.0,15.0,15.0,13.0,15.0,14.0,17.0,68.0,81.0,50.0,63.0,31.0,36.0,43.0,38.0
Gm37062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aff3,109.0,177.0,118.0,151.0,175.0,173.0,196.0,161.0,308.0,338.0,344.0,325.0,151.0,201.0,225.0,277.0
Gm16150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0
Gm16151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16152,2.0,3.0,0.0,3.0,2.0,2.0,4.0,3.0,5.0,2.0,7.0,6.0,1.0,3.0,2.0,2.0
Chst10,2.0,0.0,3.0,3.0,0.0,2.0,2.0,3.0,8.0,15.0,11.0,14.0,6.0,7.0,2.0,5.0
Gm37707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pdcl3,11.0,15.0,15.0,15.0,10.0,15.0,31.0,12.0,72.0,63.0,66.0,44.0,52.0,40.0,57.0,31.0
Npas2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rpl31,304.0,352.0,224.0,297.0,266.0,337.0,311.0,328.0,888.0,1068.0,1097.0,925.0,726.0,723.0,675.0,699.0
Tbc1d8,174.0,239.0,205.0,149.0,166.0,222.0,169.0,138.0,916.0,917.0,773.0,900.0,564.0,531.0,481.0,590.0
Cnot11,10.0,8.0,6.0,6.0,4.0,10.0,9.0,9.0,26.0,28.0,30.0,30.0,18.0,14.0,12.0,19.0
Gm15832,1.0,3.0,2.0,2.0,5.0,0.0,3.0,7.0,21.0,17.0,14.0,29.0,4.0,8.0,4.0,5.0
Rnf149,53.0,65.0,39.0,47.0,25.0,32.0,28.0,30.0,225.0,226.0,189.0,229.0,95.0,107.0,125.0,104.0
Creg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rfx8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700066B17Rik,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,10.0,8.0,2.0
Map4k4,45.0,57.0,44.0,67.0,64.0,69.0,72.0,56.0,200.0,254.0,251.0,241.0,167.0,182.0,141.0,140.0
Il1r2,6.0,10.0,3.0,27.0,2.0,8.0,7.0,3.0,11.0,3.0,30.0,24.0,128.0,94.0,175.0,141.0
Gm16894,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,5.0,2.0,6.0,5.0
Il1r1,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0
Il1rl2,2.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,4.0,3.0
Il1rl1,1.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0
Il18r1,4.0,3.0,0.0,7.0,1.0,7.0,14.0,0.0,2.0,8.0,15.0,17.0,0.0,3.0,3.0,6.0
Il18rap,1.0,3.0,0.0,7.0,1.0,2.0,1.0,1.0,10.0,18.0,17.0,18.0,4.0,1.0,6.0,5.0
Slc9a4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Slc9a2,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,10.0,8.0,1.0,2.0,8.0,3.0,0.0,3.0
Gm37623,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Gm37915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mfsd9,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0
Gm29260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pantr1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gm20646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrps9,21.0,17.0,20.0,23.0,11.0,11.0,22.0,9.0,76.0,77.0,78.0,103.0,43.0,58.0,47.0,45.0
Gpr45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
Tgfbrap1,14.0,12.0,6.0,7.0,4.0,6.0,5.0,4.0,32.0,33.0,26.0,33.0,20.0,12.0,19.0,27.0
8430432A02Rik,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
